Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,78439418,13,12,922,3938,431,0,70.92307692,159.8152379,1963,0,328.1666667,763.6330429,61,0,3268309.083,4709409.902,10000000,39,70300000,5855378.167,5146766.814,10000000,9702,78400000,7128751.818,4590392.09,10000000,269,0,0,0,0,272,336,0.165732999,0.152984307,0,1963,186.9230769,535.5462948,286809.8338,0,0,0,1,0,0,0,0,0,194.4,70.92307692,328.1666667,272,0,0,0,0,0,13,922,12,3938,8192,980,12,20,37611.57143,38335.56846,124548,22986,10000000.0,478.4728683,10000000,9999486,BENIGN
53,30660,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4174,65,30660.0,0.0,30660,30660,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,32.61578604,32.61578604,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,40,0,0,0,0,0,1,56,1,72,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,136,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,14705,136.0,0.0,136,136,136,136.0,0.0,136,136,0,0.0,0.0,0,0,0,0,0,0,64,0,14705.88235,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,355,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,64258,3,4,442,872,436,0,147.3333333,250.0106664,860,0,218.0,428.0093457,20448,108,10709.66667,11697.58152,23389,11,40135,20067.5,4485.178313,23239,16896,41030,13676.66667,23053.2272,40296,269,0,0,0,0,72,92,46.68679386,62.24905848,0,860,164.25,319.3698036,101997.0714,0,0,0,1,0,0,0,0,1,187.7142857,147.3333333,218.0,72,0,0,0,0,0,3,442,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60985,1,1,47,88,47,47,47.0,0.0,88,88,88.0,0.0,2213,32,60985.0,0.0,60985,60985,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.39747479,16.39747479,47,88,60.66666667,23.67136104,560.3333333,0,0,0,0,0,0,0,0,1,91.0,47.0,88.0,20,0,0,0,0,0,1,47,1,88,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44831,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000,500000,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154,2,2,134,166,67,67,67.0,0.0,83,83,83.0,0.0,1948051,25974,51.33333333,82.85127237,147,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12987.01299,12987.01299,67,83,73.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,91.75,67.0,83.0,64,0,0,0,0,0,2,134,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,72,232,36,36,36.0,0.0,116,116,116.0,0.0,1504950,19801,67.33333333,75.87050371,151,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9900.990099,9900.990099,36,116,68.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,85.0,36.0,116.0,40,0,0,0,0,0,2,72,2,232,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5475348,9,6,377,4805,190,0,41.88888889,68.30527879,2636,0,800.8333333,1049.115135,946,2,391096.2857,1396984.238,5244177,42,5475348,684418.5,1842618.206,5244177,49,157631,31526.2,43336.11297,87448,190,0,0,0,0,192,132,1.643731138,1.095820759,0,2636,323.875,717.6820907,515067.5833,0,0,0,1,0,0,0,0,0,345.4666667,41.88888889,800.8333333,192,0,0,0,0,0,9,377,6,4805,8192,946,8,20,231122.0,0.0,231122,231122,5244177.0,0.0,5244177,5244177,BENIGN
53,30824,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,9148,129,10274.66667,17791.04855,30818,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,64.88450558,64.88450558,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115054383,16,14,437,796,437,0,27.3125,109.25,796,0,56.85714286,212.7399486,10,0,3967392.517,4978516.83,10200000,14,115000000,7670292.2,4415127.796,10200000,163,112000000,8650086.769,3833943.95,10200000,877,0,0,0,0,520,456,0.139064672,0.121681588,0,796,39.77419355,160.7838528,25851.44731,0,0,0,1,0,0,0,0,0,41.1,27.3125,56.85714286,520,0,0,0,0,0,16,437,14,796,29200,285,1,32,25874.0,7529.222603,48574,23490,10200000.0,64448.6743,10200000,10000000,BENIGN
443,95379,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,20,95379.0,0.0,95379,95379,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.4844882,10.4844882,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53852,238,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,50420,8403,238.0,0.0,238,238,238,238.0,0.0,238,238,0,0.0,0.0,0,0,0,0,0,0,40,0,8403.361345,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,2557,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,97510,3,4,442,871,436,0,147.3333333,250.0106664,859,0,217.75,427.5093566,13465,71,16251.66667,20275.30325,50253,2,73461,36730.5,19123.7029,50253,23208,74342,24780.66667,42915.31156,74335,2,0,0,0,0,72,92,30.76607527,41.0214337,0,859,164.125,319.0586321,101798.4107,0,0,0,1,0,0,0,0,1,187.5714286,147.3333333,217.75,72,0,0,0,0,0,3,442,4,871,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30798,2,2,140,304,70,70,70.0,0.0,152,152,152.0,0.0,14416,129,10266.0,17737.07933,30747,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,64.93928177,64.93928177,70,152,102.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,128.5,70.0,152.0,40,0,0,0,0,0,2,140,2,304,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46117244,8,8,472,2101,436,0,59.0,152.3454721,2089,0,262.625,737.9719192,55,0,3074482.933,4578648.816,10000000,100,40200000,5737377.857,5330374.759,10000000,149,46100000,6586028.0,4705690.486,10000000,15365,0,0,0,0,172,220,0.173470904,0.173470904,0,2089,151.3529412,510.2005661,260304.6176,0,0,0,1,0,0,0,0,1,160.8125,59.0,262.625,172,0,0,0,0,0,8,472,8,2101,8192,30,7,20,40591.5,51082.4281,117215,14950,9999819.75,687.6493171,10000000,9999107,BENIGN
80,115952221,20,16,1305,2238,435,0,65.25,159.3611836,746,0,139.875,300.722214,30,0,3312920.6,4752163.384,10300000,16,116000000,6102748.474,4994527.546,10300000,434,113000000,7557263.0,4580665.907,10300000,22708,0,0,0,0,648,520,0.172484838,0.13798787,0,746,95.75675676,229.6105889,52721.02252,0,0,0,1,0,0,0,0,0,98.41666667,65.25,139.875,648,0,0,0,0,0,20,1305,16,2238,29200,357,3,32,103078.4545,267826.7881,910606,21944,10200000.0,62370.52801,10300000,10000000,BENIGN
443,245963,12,7,545,2806,199,0,45.41666667,72.05485074,1460,0,400.8571429,578.4739777,13624,77,13664.61111,22334.17038,69017,2,245963,22360.27273,25365.31834,69017,2,161570,26928.33333,34478.25745,74056,2,0,0,0,0,260,152,48.78782581,28.45956506,0,1460,167.55,373.6731579,139631.6289,0,0,0,1,0,0,0,0,0,176.3684211,45.41666667,400.8571429,260,0,0,0,0,0,12,545,7,2806,29200,31,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,146,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1178082,27397,48.66666667,79.09698688,140,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13698.63014,13698.63014,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115570154,20,20,941,4342,503,0,47.05,119.0004312,1460,0,217.1,456.8378614,45,0,2963337.282,4546835.81,10000000,1,116000000,6082639.684,4877893.246,10000000,43,110000000,5803166.789,5074529.015,10000000,1,0,0,0,0,412,544,0.173055061,0.173055061,0,1460,128.8536585,336.9185778,113514.128,0,0,0,1,0,0,0,0,1,132.075,47.05,217.1,412,0,0,0,0,0,20,941,20,4342,8192,31,19,20,22806.41667,26584.9076,107223,14947,9608036.167,1358376.73,10000000,5294611,BENIGN
80,23334,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,85,23334.0,0.0,23334,23334,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.8559184,42.8559184,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,256,939,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,54744,2,2,76,128,38,38,38.0,0.0,64,64,64.0,0.0,3726,73,18248.0,31560.57181,54691,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,64,36.53368406,36.53368406,38,64,48.4,14.2407865,202.8,0,0,0,0,0,0,0,0,1,60.5,38.0,64.0,64,0,0,0,0,0,2,76,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183,2,2,180,244,90,90,90.0,0.0,122,122,122.0,0.0,2316939,21857,61.0,99.59417654,176,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10928.96175,10928.96175,90,122,102.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,128.5,90.0,122.0,64,0,0,0,0,0,2,180,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51241,4,2,0,247,0,216,31,123.5,130.8147545,0,0,0.0,0.0,61800000,500000,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,31,216,154.3333333,106.8097998,11408.33333,0,1,0,0,1,0,0,0,0,231.5,123.5,0.0,40,0,0,0,0,0,2,247,0,0,119,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34868,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,55555,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,4998,36200,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,150,2,2,82,138,41,41,41.0,0.0,69,69,69.0,0.0,1466666,26666,50.0,79.67433715,142,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13333.33333,13333.33333,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,40,0,0,0,0,0,2,82,2,138,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,39624,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,50,39624.0,0.0,39624,39624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25.23722996,25.23722996,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,284,972,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61809,1,1,44,272,44,44,44.0,0.0,272,272,272.0,0.0,5112,32,61809.0,0.0,61809,61809,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.17887363,16.17887363,44,272,120.0,131.6358614,17328.0,0,0,0,0,0,0,0,0,1,180.0,44.0,272.0,20,0,0,0,0,0,1,44,1,272,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60580,1,1,47,112,47,47,47.0,0.0,112,112,112.0,0.0,2624,33,60580.0,0.0,60580,60580,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.50709805,16.50709805,47,112,68.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,103.0,47.0,112.0,20,0,0,0,0,0,1,47,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9000504,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4500252.0,2121481.564,6000366,3000138,9000504,4500252.0,2121481.564,6000366,3000138,0,0.0,0.0,0,0,0,0,0,0,92,0,0.333314668,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3000138.0,0.0,3000138,3000138,6000366.0,0.0,6000366,6000366,BENIGN
53,50110,2,2,66,170,33,33,33.0,0.0,85,85,85.0,0.0,4709,79,16703.33333,28847.88355,50014,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,39.91219318,39.91219318,33,85,53.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,67.25,33.0,85.0,40,0,0,0,0,0,2,66,2,170,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,256,2,2,58,250,29,29,29.0,0.0,125,125,125.0,0.0,1203125,15625,85.33333333,105.3106516,204,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,7812.5,7812.5,29,125,67.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,84.25,29.0,125.0,40,0,0,0,0,0,2,58,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47948,1,1,43,78,43,43,43.0,0.0,78,78,78.0,0.0,2523,41,47948.0,0.0,47948,47948,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.85592725,20.85592725,43,78,54.66666667,20.20725942,408.3333333,0,0,0,0,0,0,0,0,1,82.0,43.0,78.0,20,0,0,0,0,0,1,43,1,78,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3093,50,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,240000,40000,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,119,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24424,2,2,72,312,36,36,36.0,0.0,156,156,156.0,0.0,15722,163,8141.333333,14097.73891,24420,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,81.88666885,81.88666885,36,156,84.0,65.7267069,4320.0,0,0,0,0,0,0,0,0,1,105.0,36.0,156.0,64,0,0,0,0,0,2,72,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94122,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1019,21,94122.0,0.0,94122,94122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.62450862,10.62450862,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,53882742,9,9,472,1401,430,0,52.44444444,141.5972379,1389,0,155.6666667,462.5072972,34,0,3169573.059,4601622.521,9997407,138,50100000,6264913.0,5119763.173,10000000,331,53900000,6732432.5,4679662.945,10000000,758,0,0,0,0,192,252,0.167029362,0.167029362,0,1389,98.57894737,327.4401244,107217.0351,0,0,0,1,0,0,0,0,1,104.0555556,52.44444444,155.6666667,192,0,0,0,0,0,9,472,9,1401,8192,946,8,20,68683.0,101494.6711,250242,23047,9955177.8,90070.14216,9997407,9794089,BENIGN
3217,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000,41666,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,340481,14,13,1005,4955,394,0,71.78571429,112.544814,1430,0,381.1538462,538.713258,17504,79,13095.42308,23111.23301,95023,0,340481,26190.84615,32602.99367,95023,3,302318,25193.16667,42385.7562,131823,0,0,0,0,0,292,272,41.11830029,38.18127884,0,1430,212.8571429,400.8943441,160716.2751,0,0,0,1,0,0,0,0,0,220.7407407,71.78571429,381.1538462,292,0,0,0,0,0,14,1005,13,4955,8192,360,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,304475,4,2,144,286,36,36,36.0,0.0,143,143,143.0,0.0,1412,19,60895.0,118345.0565,271005,3,33466,11155.33333,19315.54194,33459,3,4,4.0,0.0,4,4,0,0,0,0,104,40,13.1373676,6.5686838,36,143,66.57142857,52.2106539,2725.952381,0,0,0,0,0,0,0,0,0,77.66666667,36.0,143.0,104,0,0,0,0,0,4,144,2,286,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1031,2,2,80,200,40,40,40.0,0.0,100,100,100.0,0.0,271580,3879,343.6666667,550.6953181,979,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,1939.86421,1939.86421,40,100,64.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,80.0,40.0,100.0,40,0,0,0,0,0,2,80,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193,2,2,64,384,32,32,32.0,0.0,192,192,192.0,0.0,2321243,20725,64.33333333,106.2324495,187,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,32,192,96.0,87.6356092,7680.0,0,0,0,0,0,0,0,0,1,120.0,32.0,192.0,40,0,0,0,0,0,2,64,2,384,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,76829,2,2,90,374,45,45,45.0,0.0,187,187,187.0,0.0,6039,52,25609.66667,44352.91373,76824,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,26.03183694,26.03183694,45,187,101.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,127.25,45.0,187.0,64,0,0,0,0,0,2,90,2,374,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37360,47,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,42553,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21276.59574,21276.59574,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,1006,3238,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,692617,6,6,2267,904,1663,0,377.8333333,660.8901321,720,0,150.6666667,285.1551624,4578,17,62965.18182,76143.58332,174030,2,541522,108304.4,71068.09033,174030,15965,540102,108020.4,152799.8236,324691,2,0,0,0,0,200,200,8.662796322,8.662796322,0,1663,243.9230769,483.8833299,234143.0769,0,0,0,1,0,0,0,0,1,264.25,377.8333333,150.6666667,200,0,0,0,0,0,6,2267,6,904,29200,66,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62016,64,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,187500,31250,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15625.0,15625.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,118,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3213,571,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,75306,5253,285.5,399.5153314,568,3,571,285.5,399.5153314,568,3,0,0.0,0.0,0,0,0,0,0,0,60,0,5253.940455,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,3,43,0,0,4207,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,1566518,39,0,1950,0,50,50,50.0,0.0,0,0,0.0,0.0,1244,24,41224.15789,177333.923,808098,1,1566518,41224.15789,177333.923,808098,1,0,0.0,0.0,0,0,0,0,0,0,1092,0,24.89597949,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,51.28205128,50.0,0.0,1092,0,0,0,0,0,39,1950,0,0,-1,-1,38,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,119231266,21,17,1876,3922,445,0,89.33333333,176.7889514,979,0,230.7058824,427.8559578,48,0,3222466.649,4570724.981,10100000,137,119000000,5960013.9,4769194.493,10100000,168,119000000,7449998.625,4158958.768,10100000,4225,0,0,0,0,432,484,0.176128298,0.142580051,0,979,148.6666667,314.7474621,99065.96491,0,0,0,1,0,0,0,0,0,152.5789474,89.33333333,230.7058824,432,0,0,0,0,0,21,1876,17,3922,8192,131,20,20,782714.7273,2492861.848,8298976,30963,10100000.0,50749.63001,10100000,9900666,BENIGN
54491,250,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,172000,12000,125.0,8.485281374,131,119,250,250.0,0.0,250,250,0,0.0,0.0,0,0,1,0,0,0,40,20,8000.0,4000.0,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,2,37,1,6,62,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94408,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1016,21,94408.0,0.0,94408,94408,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.59232268,10.59232268,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,71431,2,2,68,428,34,34,34.0,0.0,214,214,214.0,0.0,6943,55,23810.33333,41196.54539,71380,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,40,27.99904803,27.99904803,34,214,106.0,98.59006035,9720.0,0,0,0,0,0,0,0,0,1,132.5,34.0,214.0,64,0,0,0,0,0,2,68,2,428,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47695,2,2,76,164,38,38,38.0,0.0,82,82,82.0,0.0,5031,83,15898.33333,27533.25701,47691,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,41.93311668,41.93311668,38,82,55.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,69.5,38.0,82.0,64,0,0,0,0,0,2,76,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,152,248,76,76,76.0,0.0,124,124,124.0,0.0,2484472,24844,53.66666667,86.02519011,153,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,12422.36025,12422.36025,76,124,95.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,119.0,76.0,124.0,64,0,0,0,0,0,2,152,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,36881,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2602,54,36881.0,0.0,36881,36881,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27.11423226,27.11423226,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60836752,14,11,807,923,517,0,57.64285714,144.8131991,709,0,83.90909091,213.0640535,28,0,2534864.667,4335161.71,10000000,17,60800000,4679750.154,5167633.194,10200000,44,60600000,6064772.6,5146305.136,10200000,478,0,0,0,0,456,360,0.230124054,0.180811757,0,709,66.53846154,171.5154176,29417.53846,0,0,0,1,0,0,0,0,0,69.2,57.64285714,83.90909091,456,0,0,0,0,0,14,807,11,923,29200,123,3,32,259434.8333,171852.1521,610223,188856,9880007.167,313487.3347,10000000,9241971,BENIGN
53,158,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1341772,25316,52.66666667,51.59780357,106,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,12658.22785,12658.22785,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49726,2,2,76,132,38,38,38.0,0.0,66,66,66.0,0.0,4182,80,16575.33333,28696.32932,49711,4,4,4.0,0.0,4,4,11,11.0,0.0,11,11,0,0,0,0,64,40,40.22040783,40.22040783,38,66,49.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,61.5,38.0,66.0,64,0,0,0,0,0,2,76,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
