Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,33395777,203,104,43951,72200,602,0,216.5073892,228.6511756,1068,0,694.2307692,362.7189993,3478,9,109136.5261,274260.3456,1427905,4,33400000,165313.2723,323822.7573,1427905,708,33400000,324229.301,420927.1301,1428514,4,0,0,0,0,6504,3336,6.078612874,3.114166201,0,1068,377.1136364,360.7316535,130127.3258,0,0,0,1,0,0,0,0,0,378.3420195,216.5073892,694.2307692,6504,0,0,0,0,0,203,43951,104,72200,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,39215,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5963014,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1987671.333,3442135.464,5962307,161,5963014,2981507.0,4215487.787,5962307,707,0,0.0,0.0,0,0,0,0,0,0,104,40,0.503101284,0.167700428,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5686897,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1895632.333,3282714.045,5686184,141,5686897,2843448.5,4020235.098,5686184,713,0,0.0,0.0,0,0,0,0,0,0,104,40,0.527528457,0.175842819,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5410097,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1803365.667,3122925.144,5409409,92,5410097,2705048.5,3824543.297,5409409,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.554518708,0.184839569,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
53,61283,1,1,42,177,42,42,42.0,0.0,177,177,177.0,0.0,3573,32,61283.0,0.0,61283,61283,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.31773901,16.31773901,42,177,87.0,77.94228634,6075.0,0,0,0,0,0,0,0,0,1,130.5,42.0,177.0,32,0,0,0,0,0,1,42,1,177,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,34,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,58823,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,29411.76471,29411.76471,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5866250,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1955416.667,3386116.331,5865367,129,5866250,2933125.0,4146816.405,5865367,883,0,0.0,0.0,0,0,0,0,0,0,104,40,0.511399957,0.170466652,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5603257,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1867752.333,3234431.397,5602552,134,5603257,2801628.5,3961104.001,5602552,705,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535402892,0.178467631,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5335293,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1778431.0,3079577.695,5334421,92,5335293,2667646.5,3771388.666,5334421,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562293392,0.187431131,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5808069,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1936023.0,3352674.464,5807358,132,5808069,2904034.5,4105919.47,5807358,711,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516522789,0.172174263,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5527329,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1842443.0,3190435.004,5526440,138,5527329,2763664.5,3907154.582,5526440,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.542757632,0.180919211,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5982401,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1994133.667,3453338.95,5981706,92,5982401,2991200.5,4229213.436,5981706,695,0,0.0,0.0,0,0,0,0,0,0,104,40,0.501470898,0.167156966,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5718665,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1906221.667,3300921.082,5717797,125,5718665,2859332.5,4042479.263,5717797,868,0,0.0,0.0,0,0,0,0,0,0,104,40,0.524597961,0.174865987,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
53,48240,1,1,47,100,47,47,47.0,0.0,100,100,100.0,0.0,3047,41,48240.0,0.0,48240,48240,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.72968491,20.72968491,47,100,64.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,97.0,47.0,100.0,20,0,0,0,0,0,1,47,1,100,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,5456815,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1818938.333,3149760.099,5455968,129,5456815,2728407.5,3857353.051,5455968,847,0,0.0,0.0,0,0,0,0,0,0,104,40,0.549771249,0.183257083,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,115703805,16,14,656,935,572,0,41.0,141.6079094,929,0,66.78571429,248.1674926,13,0,3989786.379,4874360.967,10000000,50,116000000,7713587.0,4158779.813,10000000,237,111000000,8504764.231,3762375.94,10000000,17845,0,0,0,0,332,424,0.13828413,0.120998614,0,929,51.32258065,192.2767774,36970.35914,0,0,0,1,0,0,0,0,0,53.03333333,41.0,66.78571429,332,0,0,0,0,0,16,656,14,935,8192,344,15,20,47439.0,35563.01675,154638,36253,10000000.0,21920.04953,10000000,9937615,BENIGN,
80,5886004,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1962001.333,3397529.101,5885130,132,5886004,2943002.0,4160797.32,5885130,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50968365,0.16989455,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
53,181,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1226519,22099,60.33333333,102.7683479,179,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,5615958,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1871986.0,3241783.375,5615275,123,5615958,2807979.0,3970116.077,5615275,683,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534192029,0.17806401,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,60996200,13,15,489,9479,423,0,37.61538462,115.8055399,2920,0,631.9333333,908.7913847,163,0,2259118.519,4221450.677,10000000,25,60400000,5035813.5,5236786.978,10100000,69,60900000,4353254.929,5132683.559,10100000,49,0,0,0,0,272,384,0.213128031,0.245916959,0,2920,343.7241379,714.7877755,510921.564,0,0,0,1,0,0,0,0,1,356.0,37.61538462,631.9333333,272,0,0,0,0,0,13,489,15,9479,8192,119,12,20,64577.66667,33162.15394,132249,50543,10000000.0,11089.20561,10000000,9984475,BENIGN,
80,5357744,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1785914.667,3092680.071,5357034,124,5357744,2678872.0,3787493.023,5357034,710,0,0.0,0.0,0,0,0,0,0,0,104,40,0.559937168,0.186645723,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5767254,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1922418.0,3328963.559,5766374,154,5767254,2883627.0,4076819.904,5766374,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520178234,0.173392745,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5504222,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1834740.667,3177096.771,5503336,125,5504222,2752111.0,3890819.708,5503336,886,0,0.0,0.0,0,0,0,0,0,0,104,40,0.545036156,0.181678719,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,140,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,85714,14285,140.0,0.0,140,140,140,140.0,0.0,140,140,0,0.0,0.0,0,0,0,0,0,0,40,0,14285.71429,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,8710256,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,86,0,1244322.286,2156756.424,5000812,155,3709444,1236481.333,2139296.415,3706728,905,8710091,2903363.667,2595305.342,5001331,1137,0,0,0,0,136,136,0.459228753,0.459228753,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,0,1,94.125,95.75,92.5,136,0,0,0,0,0,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,34645928,203,104,43906,72188,602,0,216.2857143,228.4931854,1069,0,694.1153846,362.6179703,3350,8,113221.9869,294091.2083,2289998,4,34600000,171498.9703,348211.3282,2289998,683,34600000,336367.0194,454598.3523,2290610,4,0,0,0,0,6504,3336,5.859274429,3.001795767,0,1069,376.9285714,360.6626024,130077.5128,0,0,0,1,0,0,0,0,0,378.1563518,216.2857143,694.1153846,6504,0,0,0,0,0,203,43906,104,72188,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,37037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5026127,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1675375.667,2901225.236,5025422,148,5026127,2513063.5,3553011.464,5025422,705,0,0.0,0.0,0,0,0,0,0,0,104,40,0.596881058,0.198960353,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5758322,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1919440.667,3323806.672,5757442,99,5758322,2879161.0,4070504.027,5757442,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520985106,0.173661702,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5495979,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1831993.0,3172354.996,5495113,86,5495979,2747989.5,3885019.311,5495113,866,0,0.0,0.0,0,0,0,0,0,0,104,40,0.545853614,0.181951205,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,26666,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5953713,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1984571.0,3436641.699,5952863,75,5953713,2976856.5,4208708.754,5952863,850,0,0.0,0.0,0,0,0,0,0,0,104,40,0.503887238,0.167962413,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5682300,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1894100.0,3280007.143,5681526,108,5682300,2841150.0,4016898.261,5681526,774,0,0.0,0.0,0,0,0,0,0,0,104,40,0.527955229,0.175985076,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5420533,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1806844.333,3128799.691,5419671,96,5420533,2710266.5,3831676.59,5419671,862,0,0.0,0.0,0,0,0,0,0,0,104,40,0.553451109,0.184483703,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5861216,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1953738.667,3383186.571,5860306,98,5861216,2930608.0,4143218.645,5860306,910,0,0.0,0.0,0,0,0,0,0,0,104,40,0.511839181,0.17061306,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5596953,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1865651.0,3230634.172,5596066,128,5596953,2798476.5,3956389.013,5596066,887,0,0.0,0.0,0,0,0,0,0,0,104,40,0.53600593,0.178668643,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5331736,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1777245.333,3077524.926,5330865,93,5331736,2665868.0,3768874.901,5330865,871,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562668519,0.187556173,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5823265,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1941088.333,3361285.939,5822367,132,5823265,2911632.5,4116400.206,5822367,898,0,0.0,0.0,0,0,0,0,0,0,104,40,0.515174906,0.171724969,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5392017,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1797339.0,3112305.656,5391120,146,5392017,2696008.5,3811463.235,5391120,897,0,0.0,0.0,0,0,0,0,0,0,104,40,0.556378068,0.185459356,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5853511,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1951170.333,3378754.538,5852620,125,5853511,2926755.5,4137797.258,5852620,891,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512512917,0.170837639,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5543834,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1847944.667,3199962.443,5542943,96,5543834,2771917.0,3918822.551,5542943,891,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541141744,0.180380581,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5892937,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1964312.333,3401533.604,5892065,122,5892937,2946468.5,4165702.52,5892065,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50908401,0.16969467,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5607742,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1869247.333,3236872.73,5606866,124,5607742,2803871.0,3964033.544,5606866,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534974683,0.178324894,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5336889,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1778963.0,3080465.373,5335978,95,5336889,2668444.5,3772462.054,5335978,911,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562125238,0.187375079,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
21,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60000,25.0,33.9411255,49,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,5128336,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1709445.333,2960071.961,5127442,128,5128336,2564168.0,3625016.855,5127442,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.584985071,0.194995024,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,8835351,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,109,0,1262193.0,2180732.476,5004615,44,3830736,1276912.0,2207691.455,3826134,902,8835253,2945084.333,2615105.412,5005229,3042,0,0,0,0,136,136,0.452726779,0.452726779,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,33332160,203,104,43951,72214,602,0,216.5073892,228.6511756,1068,0,694.3653846,362.8557995,3485,9,108928.6275,272834.8293,1274812,4,33300000,164999.0743,322038.746,1274812,901,33300000,323611.8641,417825.1254,1275609,4,0,0,0,0,6504,3336,6.090214376,3.120109828,0,1068,377.1590909,360.8178965,130189.5544,0,0,0,1,0,0,0,0,0,378.3876221,216.5073892,694.3653846,6504,0,0,0,0,0,203,43951,104,72214,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5685850,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1895283.333,3281957.147,5684961,125,5685850,2842925.0,4019245.856,5684961,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.527625597,0.175875199,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,30303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5430726,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1810242.0,3134667.3,5429844,122,5430726,2715363.0,3838855.845,5429844,882,0,0.0,0.0,0,0,0,0,0,0,104,40,0.552412329,0.184137443,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5857745,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1952581.667,3381181.716,5856834,170,5857745,2928872.5,4140762.863,5856834,911,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512142471,0.170714157,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5579823,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1859941.0,3220742.43,5578934,128,5579823,2789911.5,3944273.445,5578934,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.537651463,0.179217154,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,26666,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
80,5900259,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1966753.0,3405925.5,5899577,122,5900259,2950129.5,4171148.656,5899577,682,0,0.0,0.0,0,0,0,0,0,0,104,40,0.508452256,0.169484085,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,
